,trp1_l43,his1_l43,trp1_l44,his1_l44,trp1_l49,his1_l49
DBD:A_ZCON_154:AD:DHDr2_02_B,1696.0,159.0,148.0,16.0,59.0,8.0
DBD:A_ZCON_154:AD:DHDr2_03_A,1873.0,166.0,279.0,34.0,9.0,4.0
DBD:A_ZCON_154:AD:DHDr2_03_B,6197.0,191.0,385.0,79.0,70.0,103.0
DBD:A_ZCON_154:AD:DHDr2_04_A,940.0,153.0,294.0,36.0,38.0,6.0
DBD:A_ZCON_154:AD:DHDr2_04_B,11692.0,1056.0,445.0,67.0,41.0,63.0
DBD:A_ZCON_154:AD:DHDr2_05_A,7254.0,11405.0,158.0,46.0,35.0,6.0
DBD:A_ZCON_154:AD:DHDr2_05_B,2519.0,183.0,858.0,168.0,107.0,5.0
DBD:A_ZCON_154:AD:DHDr2_06_A,747.0,62.0,495.0,263.0,18.0,8.0
DBD:A_ZCON_154:AD:DHDr2_06_B,523.0,13.0,157.0,14.0,16.0,2.0
DBD:A_ZCON_154:AD:DHDr2_07_A,296.0,42.0,201.0,58.0,55.0,7.0
DBD:A_ZCON_154:AD:DHDr2_07_B,3366.0,387.0,257.0,73.0,19.0,11.0
DBD:A_ZCON_154:AD:DHDr2_08_A,1924.0,715.0,311.0,205.0,23.0,31.0
DBD:A_ZCON_154:AD:DHDr2_08_B,3020.0,583.0,104.0,86.0,51.0,7.0
DBD:A_ZCON_154:AD:DHDr2_09_A,4642.0,17874.0,152.0,795.0,7.0,36.0
DBD:A_ZCON_154:AD:DHDr2_09_B,2611.0,415.0,74.0,10.0,12.0,12.0
DBD:A_ZCON_154:AD:DHDr2_10_A,1774.0,563.0,353.0,27.0,38.0,11.0
DBD:A_ZCON_154:AD:DHDr2_10_B,3129.0,495.0,186.0,26.0,31.0,2.0
DBD:A_ZCON_154:AD:DHDr2_11_A,1625.0,136.0,266.0,21.0,14.0,3.0
DBD:A_ZCON_154:AD:DHDr2_11_B,4608.0,616.0,665.0,48.0,64.0,13.0
DBD:A_ZCON_154:AD:DHDr2_12_A,6.0,116.0,91.0,53.0,16.0,4.0
DBD:A_ZCON_154:AD:DHDr2_12_B,498.0,131.0,406.0,68.0,29.0,3.0
DBD:A_ZCON_154:AD:DHDr2_13_A,1613.0,115187.0,230.0,7659.0,48.0,920.0
DBD:A_ZCON_154:AD:DHDr2_13_B,7456.0,771.0,988.0,122.0,45.0,5.0
DBD:A_ZCON_154:AD:DHDr2_14_A,788.0,72.0,175.0,26.0,20.0,2.0
DBD:A_ZCON_154:AD:DHDr2_14_B,1517.0,93.0,209.0,30.0,16.0,0.0
DBD:A_ZCON_154:AD:DHDr2_15_A,5545.0,127.0,291.0,21.0,52.0,4.0
DBD:A_ZCON_154:AD:DHDr2_15_B,2317.0,375.0,372.0,93.0,15.0,4.0
DBD:A_ZCON_154:AD:DHDr2_16_A,3796.0,274.0,324.0,28.0,13.0,14.0
DBD:A_ZCON_154:AD:DHDr2_16_B,4304.0,852.0,468.0,35.0,30.0,1.0
DBD:A_ZCON_154:AD:DHDr2_17_A,1148.0,22.0,69.0,3.0,4.0,6.0
DBD:A_ZCON_154:AD:DHDr2_17_B,7057.0,972.0,165.0,20.0,29.0,9.0
DBD:A_ZCON_154:AD:DHDr2_18_A,4228.0,247.0,420.0,93.0,54.0,41.0
DBD:A_ZCON_154:AD:DHDr2_18_B,8760.0,217.0,681.0,310.0,55.0,7.0
DBD:A_ZCON_154:AD:DHDr2_19_A,2348.0,200.0,222.0,29.0,12.0,10.0
DBD:A_ZCON_154:AD:DHDr2_19_B,3044.0,909.0,331.0,44.0,51.0,62.0
DBD:A_ZCON_154:AD:DHDr2_20_A,4795.0,308.0,422.0,32.0,37.0,1.0
DBD:A_ZCON_154:AD:DHDr2_20_B,606.0,84.0,364.0,81.0,40.0,177.0
DBD:A_ZCON_154:AD:ZCON_150_LL_A,7336.0,337.0,741.0,125.0,52.0,6.0
DBD:A_ZCON_154:AD:ZCON_150_LL_B,11480.0,889.0,461.0,56.0,44.0,7.0
DBD:A_ZCON_154:AD:ZCON_150_resurf_A,7257.0,473.0,433.0,27.0,25.0,7.0
DBD:A_ZCON_154:AD:ZCON_150_resurf_B,1184.0,48.0,377.0,34.0,43.0,2.0
DBD:A_ZCON_154:AD:ZCON_152_A,969.0,124.0,117.0,24.0,5.0,0.0
DBD:A_ZCON_154:AD:ZCON_152_B,5847.0,977.0,494.0,522.0,19.0,2.0
DBD:A_ZCON_154:AD:ZCON_152_T2_A,1576.0,781.0,291.0,59.0,98.0,6.0
DBD:A_ZCON_154:AD:ZCON_152_T2_B,2384.0,406.0,218.0,45.0,21.0,22.0
DBD:A_ZCON_154:AD:ZCON_152_T4_A,2219.0,130.0,501.0,18.0,42.0,1.0
DBD:A_ZCON_154:AD:ZCON_152_T4_B,1271.0,78.0,172.0,23.0,30.0,1.0
DBD:A_ZCON_154:AD:ZCON_154_LL_A,10590.0,2001.0,983.0,181.0,100.0,36.0
DBD:A_ZCON_154:AD:ZCON_154_LL_B,2705.0,133834.0,692.0,48224.0,56.0,71.0
DBD:A_ZCON_154:AD:ZCON_154_resurf_A,557.0,537.0,295.0,49.0,22.0,5.0
DBD:A_ZCON_154:AD:ZCON_154_resurf_B,1494.0,78578.0,166.0,13711.0,20.0,1149.0
DBD:A_ZCON_154:AD:ZCON_155_LL_A,12711.0,1404.0,963.0,143.0,246.0,26.0
DBD:A_ZCON_154:AD:ZCON_155_LL_B,2118.0,124.0,513.0,271.0,42.0,22.0
DBD:A_ZCON_154:AD:ZCON_155_cutT2_A,774.0,4.0,267.0,48.0,58.0,0.0
DBD:A_ZCON_154:AD:ZCON_155_cutT2_B,13.0,23.0,288.0,31.0,49.0,36.0
DBD:A_ZCON_154:AD:ZCON_155_cutT4_A,2664.0,5.0,685.0,12.0,43.0,0.0
DBD:A_ZCON_154:AD:ZCON_155_cutT4_B,871.0,49.0,553.0,49.0,74.0,0.0
DBD:A_ZCON_154:AD:ZCON_155_cutT5_A,226.0,0.0,355.0,43.0,58.0,0.0
DBD:A_ZCON_154:AD:ZCON_155_cutT5_B,1392.0,3.0,1140.0,315.0,247.0,6.0
DBD:A_ZCON_154:AD:ZCON_155_resurf_A,5387.0,440.0,1553.0,113.0,245.0,32.0
DBD:A_ZCON_154:AD:ZCON_155_resurf_B,2199.0,439.0,181.0,96.0,24.0,12.0
DBD:A_ZCON_154:AD:ZCON_15_re_loop_LL_A,3643.0,407.0,295.0,97.0,53.0,16.0
DBD:A_ZCON_154:AD:ZCON_15_re_loop_LL_B,7718.0,782.0,1214.0,280.0,130.0,31.0
DBD:A_ZCON_154:AD:ZCON_15_re_loop_resurf_A,1437.0,170.0,454.0,149.0,23.0,23.0
DBD:A_ZCON_154:AD:ZCON_15_re_loop_resurf_B,1776.0,287.0,557.0,61.0,49.0,8.0
DBD:A_ZCON_154:AD:ZCON_2_CC_A,4024.0,360.0,296.0,27.0,25.0,1.0
DBD:A_ZCON_154:AD:ZCON_2_CC_B,2.0,1.0,8.0,1.0,6.0,5.0
DBD:A_ZCON_154:AD:ZCON_2_CC_resurf_A,2245.0,114.0,500.0,50.0,46.0,2.0
DBD:A_ZCON_154:AD:ZCON_2_CC_resurf_B,5362.0,265.0,764.0,30.0,102.0,1.0
DBD:A_ZCON_154:AD:ZCON_2_CC_resurf_cutT2_A,2485.0,29.0,753.0,71.0,32.0,0.0
DBD:A_ZCON_154:AD:ZCON_2_CC_resurf_cutT2_B,1355.0,83.0,869.0,241.0,233.0,6.0
DBD:A_ZCON_154:AD:ZCON_2_CC_resurf_cutT4_A,1238.0,55.0,253.0,6.0,76.0,2.0
DBD:A_ZCON_154:AD:ZCON_2_CC_resurf_cutT4_B,738.0,19.0,231.0,9.0,74.0,1.0
DBD:A_ZCON_154:AD:ZCON_2_CC_resurf_cutT6_A,4.0,1.0,523.0,22.0,71.0,0.0
DBD:A_ZCON_154:AD:ZCON_2_CC_resurf_cutT6_B,1203.0,23.0,394.0,82.0,26.0,2.0
DBD:A_ZCON_154:AD:ZCON_37_LL_A,6948.0,596.0,574.0,76.0,60.0,8.0
DBD:A_ZCON_154:AD:ZCON_37_LL_B,6728.0,619.0,833.0,186.0,105.0,23.0
DBD:A_ZCON_154:AD:ZCON_37_resurf_A,1407.0,167.0,201.0,7.0,30.0,7.0
DBD:A_ZCON_154:AD:ZCON_37_resurf_B,4384.0,136.0,315.0,250.0,15.0,5.0
DBD:A_ZCON_154:AD:ZCON_VR_2_A,2020.0,105.0,123.0,5.0,28.0,33.0
DBD:A_ZCON_154:AD:ZCON_VR_2_B,2277.0,312.0,446.0,105.0,61.0,12.0
DBD:A_ZCON_154:AD:ZCON_VR_2_cutT2_A,2265.0,548.0,775.0,150.0,65.0,10.0
DBD:A_ZCON_154:AD:ZCON_VR_2_cutT2_B,2990.0,1072.0,991.0,100.0,75.0,5.0
DBD:A_ZCON_154:AD:ZCON_VR_2_cutT4_A,2089.0,21.0,164.0,93.0,137.0,3.0
DBD:A_ZCON_154:AD:ZCON_VR_2_cutT4_B,14.0,180.0,145.0,69.0,87.0,0.0
DBD:A_ZCON_154:AD:ZCON_VR_2_cutT6_A,210.0,4.0,461.0,67.0,101.0,9.0
DBD:A_ZCON_154:AD:ZCON_VR_2_cutT6_B,2215.0,79.0,672.0,34.0,86.0,3.0
DBD:A_ZCON_154:AD:ZCON_VR_2_resurf_A,2503.0,792.0,372.0,125.0,12.0,1.0
DBD:A_ZCON_154:AD:ZCON_VR_2_resurf_B,7475.0,1289.0,309.0,86.0,42.0,42.0
DBD:A_ZCON_154:AD:mALb8_A,1037.0,61.0,745.0,331.0,92.0,21.0
DBD:A_ZCON_154:AD:mALb8_B,4192.0,157.0,331.0,41.0,45.0,2.0
DBD:A_ZCON_154:AD:mALb8_cutT1_A,1633.0,156.0,344.0,85.0,36.0,14.0
DBD:A_ZCON_154:AD:mALb8_cutT1_B,96.0,29.0,537.0,72.0,72.0,10.0
DBD:A_ZCON_154:AD:mALb8_cutT2_A,317.0,2.0,517.0,76.0,54.0,2.0
DBD:A_ZCON_154:AD:mALb8_cutT2_B,5083.0,22.0,339.0,10.0,83.0,5.0
DBD:A_ZCON_154:AD:mALb8_cutT3_A,786.0,209.0,205.0,8.0,64.0,0.0
DBD:A_ZCON_154:AD:mALb8_cutT3_B,6.0,1.0,415.0,4737.0,31.0,3.0
DBD:A_ZCON_154:AD:mALb8_cutT4_A,3.0,0.0,316.0,86.0,63.0,2.0
DBD:A_ZCON_154:AD:mALb8_cutT4_B,2.0,1.0,465.0,142.0,29.0,1.0
DBD:A_ZCON_155:AD:A_ZCON_13,1818.0,111.0,328.0,154.0,22.0,1.0
DBD:A_ZCON_155:AD:A_ZCON_150,5526.0,735.0,533.0,197.0,36.0,26.0
DBD:A_ZCON_155:AD:A_ZCON_154,5194.0,368.0,508.0,81.0,113.0,10.0
DBD:A_ZCON_155:AD:A_ZCON_155,3495.0,360.0,303.0,53.0,86.0,0.0
DBD:A_ZCON_155:AD:A_ZCON_15_re_loop,6232.0,296.0,281.0,105.0,29.0,5.0
DBD:A_ZCON_155:AD:A_ZCON_162,1553.0,687.0,180.0,10.0,106.0,103.0
DBD:A_ZCON_155:AD:A_ZCON_37_3,1579.0,99.0,444.0,54.0,25.0,2.0
DBD:A_ZCON_155:AD:A_ZCON_37,1426.0,15.0,175.0,66.0,39.0,5.0
DBD:A_ZCON_155:AD:A_ZCON_6,1585.0,64.0,207.0,69.0,53.0,3.0
DBD:A_ZCON_155:AD:B_ZCON_13,2092.0,296.0,155.0,15.0,50.0,17.0
DBD:A_ZCON_155:AD:B_ZCON_150,451.0,5.0,344.0,75.0,31.0,0.0
DBD:A_ZCON_155:AD:B_ZCON_154,1960.0,147.0,538.0,451.0,64.0,8.0
DBD:A_ZCON_155:AD:B_ZCON_155,346.0,2238.0,102.0,1805.0,19.0,49.0
DBD:A_ZCON_155:AD:B_ZCON_15_re_loop,1679.0,303.0,419.0,127.0,77.0,13.0
DBD:A_ZCON_155:AD:B_ZCON_162,3860.0,201.0,238.0,5.0,34.0,7.0
DBD:A_ZCON_155:AD:B_ZCON_37_3,186.0,1.0,541.0,61.0,36.0,6.0
DBD:A_ZCON_155:AD:B_ZCON_37,2201.0,223.0,221.0,52.0,36.0,4.0
DBD:A_ZCON_155:AD:B_ZCON_6,2527.0,133.0,244.0,15.0,30.0,3.0
DBD:A_ZCON_155:AD:DHDr2_00_A,3170.0,148.0,903.0,117.0,31.0,0.0
DBD:A_ZCON_155:AD:DHDr2_00_B,1255.0,109.0,194.0,23.0,20.0,2.0
DBD:A_ZCON_155:AD:DHDr2_01_A,217.0,52.0,35.0,4.0,6.0,2.0
DBD:A_ZCON_155:AD:DHDr2_01_B,1580.0,115.0,162.0,37.0,11.0,0.0
DBD:A_ZCON_155:AD:DHDr2_02_A,259.0,18.0,122.0,11.0,10.0,9.0
DBD:A_ZCON_155:AD:DHDr2_02_B,2106.0,30.0,191.0,8.0,62.0,2.0
DBD:A_ZCON_155:AD:DHDr2_03_A,1557.0,116.0,265.0,5.0,13.0,6.0
DBD:A_ZCON_155:AD:DHDr2_03_B,8903.0,297.0,636.0,72.0,49.0,52.0
DBD:A_ZCON_155:AD:DHDr2_04_A,4050.0,421.0,267.0,22.0,42.0,12.0
DBD:A_ZCON_155:AD:DHDr2_04_B,1487.0,37.0,659.0,49.0,63.0,39.0
DBD:A_ZCON_155:AD:DHDr2_05_A,667.0,3.0,173.0,13.0,37.0,3.0
DBD:A_ZCON_155:AD:DHDr2_05_B,4709.0,119.0,715.0,101.0,81.0,4.0
DBD:A_ZCON_155:AD:DHDr2_06_A,851.0,7.0,367.0,27.0,20.0,6.0
DBD:A_ZCON_155:AD:DHDr2_06_B,2485.0,89.0,302.0,17.0,22.0,5.0
DBD:A_ZCON_155:AD:DHDr2_07_A,4821.0,480.0,671.0,276.0,34.0,10.0
DBD:A_ZCON_155:AD:DHDr2_07_B,2167.0,122.0,159.0,33.0,24.0,3.0
DBD:A_ZCON_155:AD:DHDr2_08_A,979.0,181.0,347.0,52.0,14.0,5.0
DBD:A_ZCON_155:AD:DHDr2_08_B,2080.0,66.0,234.0,71.0,35.0,5.0
DBD:A_ZCON_155:AD:DHDr2_09_A,1609.0,155.0,261.0,48.0,16.0,33.0
DBD:A_ZCON_155:AD:DHDr2_09_B,1172.0,294.0,159.0,10.0,24.0,20.0
DBD:A_ZCON_155:AD:DHDr2_10_A,2598.0,97.0,408.0,121.0,33.0,5.0
DBD:A_ZCON_155:AD:DHDr2_10_B,3674.0,82.0,376.0,6783.0,27.0,2.0
DBD:A_ZCON_155:AD:DHDr2_11_A,292.0,13.0,418.0,36.0,19.0,1.0
DBD:A_ZCON_155:AD:DHDr2_11_B,5240.0,629.0,572.0,139.0,56.0,13.0
DBD:A_ZCON_155:AD:DHDr2_12_A,494.0,84.0,107.0,6.0,10.0,5.0
DBD:A_ZCON_155:AD:DHDr2_12_B,1021.0,6.0,309.0,49.0,47.0,7.0
DBD:A_ZCON_155:AD:DHDr2_13_A,5247.0,562.0,305.0,36.0,38.0,13.0
DBD:A_ZCON_155:AD:DHDr2_13_B,5998.0,246.0,581.0,85.0,66.0,33.0
DBD:A_ZCON_155:AD:DHDr2_14_A,461.0,1.0,230.0,73.0,29.0,0.0
DBD:A_ZCON_155:AD:DHDr2_14_B,2905.0,156.0,486.0,38.0,17.0,4.0
DBD:A_ZCON_155:AD:DHDr2_15_A,3080.0,93.0,639.0,161.0,45.0,1.0
DBD:A_ZCON_155:AD:DHDr2_15_B,3746.0,639.0,134.0,4.0,25.0,3.0
DBD:A_ZCON_155:AD:DHDr2_16_A,2690.0,193.0,401.0,50.0,6.0,3.0
DBD:A_ZCON_155:AD:DHDr2_16_B,4316.0,154.0,430.0,138.0,38.0,4.0
DBD:A_ZCON_155:AD:DHDr2_17_A,42.0,7.0,37.0,0.0,14.0,11.0
DBD:A_ZCON_155:AD:DHDr2_17_B,1363.0,404.0,251.0,11.0,32.0,4.0
DBD:A_ZCON_155:AD:DHDr2_18_A,1796.0,79.0,308.0,55.0,47.0,62.0
DBD:A_ZCON_155:AD:DHDr2_18_B,5167.0,167.0,569.0,43.0,81.0,16.0
DBD:A_ZCON_155:AD:DHDr2_19_A,1000.0,72.0,257.0,54.0,19.0,8.0
DBD:A_ZCON_155:AD:DHDr2_19_B,23.0,85.0,433.0,21680.0,40.0,132.0
DBD:A_ZCON_155:AD:DHDr2_20_A,413.0,2.0,178.0,12.0,32.0,0.0
DBD:A_ZCON_155:AD:DHDr2_20_B,4776.0,134.0,466.0,46.0,31.0,1.0
DBD:A_ZCON_155:AD:ZCON_150_LL_A,3041.0,112.0,605.0,87.0,41.0,1.0
DBD:A_ZCON_155:AD:ZCON_150_LL_B,4507.0,113.0,385.0,43.0,40.0,1.0
DBD:A_ZCON_155:AD:ZCON_150_resurf_A,5147.0,774.0,522.0,54.0,22.0,1.0
DBD:A_ZCON_155:AD:ZCON_150_resurf_B,3853.0,323.0,234.0,75.0,23.0,1.0
DBD:A_ZCON_155:AD:ZCON_152_A,776.0,155.0,213.0,12.0,10.0,1.0
DBD:A_ZCON_155:AD:ZCON_152_B,1057.0,95.0,344.0,91.0,12.0,3.0
DBD:A_ZCON_155:AD:ZCON_152_T2_A,1700.0,115.0,438.0,121.0,58.0,0.0
DBD:A_ZCON_155:AD:ZCON_152_T2_B,791.0,106.0,127.0,43.0,26.0,8.0
DBD:A_ZCON_155:AD:ZCON_152_T4_A,11.0,1.0,497.0,60.0,35.0,0.0
DBD:A_ZCON_155:AD:ZCON_152_T4_B,844.0,1.0,109.0,5.0,38.0,1.0
DBD:A_ZCON_155:AD:ZCON_154_LL_A,6771.0,260.0,841.0,115.0,92.0,30.0
DBD:A_ZCON_155:AD:ZCON_154_LL_B,2868.0,258.0,763.0,202.0,108.0,220.0
DBD:A_ZCON_155:AD:ZCON_154_resurf_A,1935.0,110.0,367.0,25.0,19.0,1.0
DBD:A_ZCON_155:AD:ZCON_154_resurf_B,2319.0,371.0,323.0,189.0,27.0,6.0
DBD:A_ZCON_155:AD:ZCON_155_LL_A,7116.0,520.0,1502.0,233.0,168.0,11.0
DBD:A_ZCON_155:AD:ZCON_155_LL_B,2605.0,15708.0,235.0,1682.0,39.0,488.0
DBD:A_ZCON_155:AD:ZCON_155_cutT2_A,427.0,0.0,122.0,41.0,50.0,1.0
DBD:A_ZCON_155:AD:ZCON_155_cutT2_B,1057.0,100.0,453.0,98.0,69.0,11.0
DBD:A_ZCON_155:AD:ZCON_155_cutT4_A,800.0,13.0,296.0,6.0,65.0,2.0
DBD:A_ZCON_155:AD:ZCON_155_cutT4_B,5.0,0.0,688.0,142.0,101.0,1.0
DBD:A_ZCON_155:AD:ZCON_155_cutT5_A,340.0,3.0,393.0,23.0,65.0,1.0
DBD:A_ZCON_155:AD:ZCON_155_cutT5_B,10.0,1.0,1160.0,273.0,185.0,2.0
DBD:A_ZCON_155:AD:ZCON_155_resurf_A,5641.0,462.0,936.0,126.0,180.0,22.0
DBD:A_ZCON_155:AD:ZCON_155_resurf_B,4281.0,54422.0,303.0,8148.0,19.0,287.0
DBD:A_ZCON_155:AD:ZCON_15_re_loop_LL_A,2432.0,144.0,527.0,49.0,53.0,25.0
DBD:A_ZCON_155:AD:ZCON_15_re_loop_LL_B,3916.0,720.0,564.0,154.0,146.0,22.0
DBD:A_ZCON_155:AD:ZCON_15_re_loop_resurf_A,2490.0,278.0,304.0,128.0,26.0,13.0
DBD:A_ZCON_155:AD:ZCON_15_re_loop_resurf_B,5076.0,35.0,361.0,96.0,31.0,8.0
DBD:A_ZCON_155:AD:ZCON_2_CC_A,1656.0,50.0,189.0,10.0,33.0,1.0
DBD:A_ZCON_155:AD:ZCON_2_CC_B,4.0,0.0,12.0,0.0,16.0,1.0
DBD:A_ZCON_155:AD:ZCON_2_CC_resurf_A,2401.0,24.0,192.0,1.0,31.0,1.0
DBD:A_ZCON_155:AD:ZCON_2_CC_resurf_B,4057.0,402.0,533.0,66.0,102.0,11.0
DBD:A_ZCON_155:AD:ZCON_2_CC_resurf_cutT2_A,970.0,125.0,231.0,8.0,47.0,0.0
DBD:A_ZCON_155:AD:ZCON_2_CC_resurf_cutT2_B,4550.0,186.0,1056.0,112.0,152.0,86.0
DBD:A_ZCON_155:AD:ZCON_2_CC_resurf_cutT4_A,310.0,7.0,193.0,5.0,84.0,8.0
DBD:A_ZCON_155:AD:ZCON_2_CC_resurf_cutT4_B,857.0,81.0,330.0,51.0,74.0,5.0
DBD:A_ZCON_155:AD:ZCON_2_CC_resurf_cutT6_A,60.0,0.0,501.0,56.0,42.0,0.0
DBD:A_ZCON_155:AD:ZCON_2_CC_resurf_cutT6_B,3.0,0.0,453.0,81.0,59.0,0.0
DBD:A_ZCON_155:AD:ZCON_37_LL_A,3257.0,80.0,569.0,75.0,48.0,8.0
DBD:A_ZCON_155:AD:ZCON_37_LL_B,891.0,36.0,613.0,130.0,122.0,37.0
DBD:A_ZCON_155:AD:ZCON_37_resurf_A,473.0,69.0,130.0,3.0,43.0,1.0
DBD:A_ZCON_155:AD:ZCON_37_resurf_B,4360.0,223.0,200.0,17.0,18.0,1.0
DBD:A_ZCON_155:AD:ZCON_VR_2_A,1106.0,75.0,150.0,6.0,36.0,20.0
DBD:A_ZCON_155:AD:ZCON_VR_2_B,2017.0,275.0,534.0,162.0,57.0,10.0
DBD:A_ZCON_155:AD:ZCON_VR_2_cutT2_A,3631.0,165.0,402.0,17.0,37.0,5.0
DBD:A_ZCON_155:AD:ZCON_VR_2_cutT2_B,1721.0,72.0,422.0,45.0,105.0,7.0
DBD:A_ZCON_155:AD:ZCON_VR_2_cutT4_A,2521.0,281.0,222.0,7.0,86.0,2.0
DBD:A_ZCON_155:AD:ZCON_VR_2_cutT4_B,260.0,38.0,276.0,52.0,96.0,3.0
DBD:A_ZCON_155:AD:ZCON_VR_2_cutT6_A,287.0,1.0,597.0,138.0,54.0,0.0
DBD:A_ZCON_155:AD:ZCON_VR_2_cutT6_B,634.0,0.0,316.0,61.0,56.0,1.0
DBD:A_ZCON_155:AD:ZCON_VR_2_resurf_A,893.0,64.0,168.0,28.0,12.0,1.0
DBD:A_ZCON_155:AD:ZCON_VR_2_resurf_B,2354.0,611.0,233.0,30.0,40.0,38.0
DBD:A_ZCON_155:AD:mALb8_A,304.0,89.0,392.0,89.0,57.0,15.0
DBD:A_ZCON_155:AD:mALb8_B,10.0,20.0,150.0,6.0,39.0,4.0
DBD:A_ZCON_155:AD:mALb8_cutT1_A,3992.0,72.0,268.0,8.0,27.0,0.0
DBD:A_ZCON_155:AD:mALb8_cutT1_B,1693.0,45.0,413.0,119.0,76.0,4.0
DBD:A_ZCON_155:AD:mALb8_cutT2_A,286.0,5.0,296.0,17.0,93.0,17.0
DBD:A_ZCON_155:AD:mALb8_cutT2_B,904.0,10.0,738.0,77.0,62.0,2.0
DBD:A_ZCON_155:AD:mALb8_cutT3_A,1363.0,201.0,557.0,313.0,49.0,0.0
DBD:A_ZCON_155:AD:mALb8_cutT3_B,1881.0,25.0,204.0,7.0,35.0,0.0
DBD:A_ZCON_155:AD:mALb8_cutT4_A,618.0,1.0,182.0,21.0,58.0,2.0
DBD:A_ZCON_155:AD:mALb8_cutT4_B,6.0,0.0,585.0,136.0,28.0,0.0
DBD:A_ZCON_15_re_loop:AD:A_ZCON_13,351.0,1.0,171.0,8.0,7.0,0.0
DBD:A_ZCON_15_re_loop:AD:A_ZCON_150,1338.0,122.0,188.0,12.0,23.0,2.0
DBD:A_ZCON_15_re_loop:AD:A_ZCON_154,4091.0,331.0,196.0,11.0,70.0,16.0
DBD:A_ZCON_15_re_loop:AD:A_ZCON_155,1657.0,78.0,333.0,69.0,83.0,21.0
DBD:A_ZCON_15_re_loop:AD:A_ZCON_15_re_loop,1233.0,364.0,272.0,9.0,7.0,5.0
DBD:A_ZCON_15_re_loop:AD:A_ZCON_162,1666.0,10.0,222.0,4.0,10.0,0.0
DBD:A_ZCON_15_re_loop:AD:A_ZCON_37_3,3.0,2.0,65.0,11.0,11.0,4.0
DBD:A_ZCON_15_re_loop:AD:A_ZCON_37,483.0,48.0,217.0,21.0,19.0,3.0
DBD:A_ZCON_15_re_loop:AD:A_ZCON_6,3711.0,156.0,32.0,21.0,34.0,11.0
DBD:A_ZCON_15_re_loop:AD:B_ZCON_13,262.0,0.0,34.0,5.0,27.0,3.0
DBD:A_ZCON_15_re_loop:AD:B_ZCON_150,522.0,99.0,182.0,2.0,17.0,4.0
DBD:A_ZCON_15_re_loop:AD:B_ZCON_154,2470.0,1952.0,324.0,318.0,30.0,14.0
DBD:A_ZCON_15_re_loop:AD:B_ZCON_155,89.0,2.0,95.0,6.0,7.0,5.0
DBD:A_ZCON_15_re_loop:AD:B_ZCON_15_re_loop,3208.0,487.0,552.0,282.0,36.0,20.0
DBD:A_ZCON_15_re_loop:AD:B_ZCON_162,1775.0,46.0,184.0,61.0,13.0,13.0
DBD:A_ZCON_15_re_loop:AD:B_ZCON_37_3,921.0,98.0,131.0,23.0,9.0,2.0
DBD:A_ZCON_15_re_loop:AD:B_ZCON_37,1885.0,17.0,185.0,53.0,16.0,3.0
DBD:A_ZCON_15_re_loop:AD:B_ZCON_6,280.0,19.0,140.0,34.0,16.0,3.0
DBD:A_ZCON_15_re_loop:AD:DHDr2_00_A,817.0,2.0,262.0,8.0,10.0,1.0
DBD:A_ZCON_15_re_loop:AD:DHDr2_00_B,2745.0,99.0,31.0,24.0,10.0,8.0
DBD:A_ZCON_15_re_loop:AD:DHDr2_01_A,3.0,0.0,53.0,0.0,5.0,0.0
DBD:A_ZCON_15_re_loop:AD:DHDr2_01_B,1589.0,2.0,113.0,46.0,8.0,0.0
DBD:A_ZCON_15_re_loop:AD:DHDr2_02_A,2.0,3.0,59.0,26.0,28.0,6.0
DBD:A_ZCON_15_re_loop:AD:DHDr2_02_B,8.0,2.0,114.0,2.0,16.0,0.0
DBD:A_ZCON_15_re_loop:AD:DHDr2_03_A,3259.0,209.0,31.0,38.0,6.0,1.0
DBD:A_ZCON_15_re_loop:AD:DHDr2_03_B,2060.0,136.0,129.0,66.0,45.0,67.0
DBD:A_ZCON_15_re_loop:AD:DHDr2_04_A,3240.0,38.0,341.0,43.0,15.0,5.0
DBD:A_ZCON_15_re_loop:AD:DHDr2_04_B,743.0,279.0,126.0,1.0,26.0,944.0
DBD:A_ZCON_15_re_loop:AD:DHDr2_05_A,1375.0,33.0,52.0,5.0,18.0,4.0
DBD:A_ZCON_15_re_loop:AD:DHDr2_05_B,819.0,113.0,304.0,53.0,42.0,5.0
DBD:A_ZCON_15_re_loop:AD:DHDr2_06_A,253.0,1.0,126.0,8.0,10.0,10.0
DBD:A_ZCON_15_re_loop:AD:DHDr2_06_B,370.0,0.0,144.0,3.0,12.0,3.0
DBD:A_ZCON_15_re_loop:AD:DHDr2_07_A,13.0,3.0,322.0,118.0,26.0,7.0
DBD:A_ZCON_15_re_loop:AD:DHDr2_07_B,1676.0,115.0,97.0,3.0,12.0,9.0
DBD:A_ZCON_15_re_loop:AD:DHDr2_08_A,603.0,355.0,187.0,31.0,6.0,9.0
DBD:A_ZCON_15_re_loop:AD:DHDr2_08_B,2905.0,168.0,143.0,9.0,12.0,3.0
DBD:A_ZCON_15_re_loop:AD:DHDr2_09_A,578.0,14.0,182.0,20.0,10.0,14.0
DBD:A_ZCON_15_re_loop:AD:DHDr2_09_B,235.0,17.0,70.0,0.0,10.0,9.0
DBD:A_ZCON_15_re_loop:AD:DHDr2_10_A,443.0,45.0,293.0,34.0,17.0,7.0
DBD:A_ZCON_15_re_loop:AD:DHDr2_10_B,1687.0,38.0,162.0,6.0,11.0,1.0
